"study_id" "identifier" "therapeutic_area" "type" "route_of_administration" "species" "duration" "dose" "pre_treatment" "dose_interval" "dose_lethality" "noael" "noael_sex" "adverse_findings" "body_weight" "body_weight_gain" "death_diagnosis" "neurological_clinical_signs" "git_clinical_signs" "other_clinical_signs" "lab_measurements" "macroscopic" "macroscopic_target" "pathology" "organ_weight" "organ_weight_target" "cardiovascular_effects"
"704" "Study 168" "Compound m" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "20" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-reduced feces-r" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"705" "Study 168" "Compound m" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "65" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-reduced feces-r" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"706" "Study 168" "Compound m" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "200" "NA" "week" "NA" "yes" "both" "no" "yes-decrease-r" "no" "no" "no" "yes-reduced feces-r" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"707" "Study 169" "Compound m" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "rat" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"708" "Study 169" "Compound m" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "rat" 4 "20" "NA" "week" "NA" "no" "NA" "no" "yes-minimal-decrease-r" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"709" "Study 169" "Compound m" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "rat" 4 "65" "NA" "week" "NA" "no" "NA" "no" "yes-minimal-decrease-r" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"710" "Study 169" "Compound m" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "rat" 4 "200" "NA" "week" "NA" "yes" "both" "no" "yes-minimal-decrease-r" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"711" "Study 170" "Compound n" "Neuroscience" "lm" "subcutaneous" "mouse" 27 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"712" "Study 170" "Compound n" "Neuroscience" "lm" "subcutaneous" "mouse" 27 "20" "NA" "week" "NA" "no" "NA" "no" "yes-increase-r" "no" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "yes-increase-r" "skeletal muscle" "no"
"713" "Study 170" "Compound n" "Neuroscience" "lm" "subcutaneous" "mouse" 27 "60" "NA" "week" "NA" "no" "NA" "no" "yes-increase-r" "no" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "yes-increase-r" "skeletal muscle" "no"
"714" "Study 170" "Compound n" "Neuroscience" "lm" "subcutaneous" "mouse" 27 "200" "NA" "week" "NA" "yes" "both" "no" "yes-increase-r" "no" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "yes-increase-r" "skeletal muscle" "no"
"715" "Study 171" "Compound n" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 26 "0" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"716" "Study 171" "Compound n" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 26 "10" "NA" "bi weekly" "NA" "no" "NA" "no" "yes-increase-na/secondary" "no" "no" "no" "no" "no" "yes-na" "no" "no" "no" "yes-increase-na" "skeletal muscle" "no"
"717" "Study 171" "Compound n" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 26 "30" "NA" "bi weekly" "NA" "no" "NA" "no" "yes-increase-na/secondary" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "yes-increase-na" "skeletal muscle" "no"
"718" "Study 171" "Compound n" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 26 "100" "NA" "bi weekly" "NA" "yes" "both" "no" "yes-increase-nr/secondary" "no" "no" "no" "no" "no" "yes-nr" "no" "no" "yes" "yes-increase-nr" "skeletal muscle" "no"
"719" "Study 172" "Compound n" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 12 "0" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"720" "Study 172" "Compound n" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 12 "10" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "yes-increase-na" "no" "no" "no" "no" "no" "no" "no" "no" "yes-increase-na" "skeletal muscle" "no"
"721" "Study 172" "Compound n" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 12 "30" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "yes-increase-na" "no" "no" "no" "no" "no" "no" "no" "no" "yes-increase-na" "skeletal muscle" "no"
"722" "Study 172" "Compound n" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 12 "100" "NA" "bi weekly" "NA" "yes" "both" "no" "no" "yes-increase-nr" "no" "no" "no" "no" "no" "no" "no" "no" "yes-increase-nr" "skeletal muscle" "no"
"723" "Study 173" "Compound n" "Neuroscience" "lm" "subcutaneous" "mouse" 13 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"724" "Study 173" "Compound n" "Neuroscience" "lm" "subcutaneous" "mouse" 13 "20" "NA" "week" "NA" "no" "NA" "no" "ye-increase-r" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "yes-increase-r" "skeletal muscle" "no"
"725" "Study 173" "Compound n" "Neuroscience" "lm" "subcutaneous" "mouse" 13 "60" "NA" "week" "NA" "no" "NA" "no" "ye-increase-r" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "yes-increase-r" "skeletal muscle" "no"
"726" "Study 173" "Compound n" "Neuroscience" "lm" "subcutaneous" "mouse" 13 "200" "NA" "week" "NA" "yes" "both" "no" "ye-increase-r" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "yes-increase-r" "skeletal muscle" "no"
"727" "Study 174" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 26 "0" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"728" "Study 174" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 26 "10" "NA" "bi weekly" "NA" "yes" "both" "no" "no" "no" "no" "yes-abnormal posture-na, yes-hypoactivity-na" "yes-vomitus-na,yes-excessive salivation-na" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"729" "Study 174" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 26 "30" "NA" "bi weekly / every four weeks" "NA" "no" "NA" "yes" "no" "no" "yes" "yes-abnormal posture-na, yes-hypoactivity-na" "yes-vomitus-na,yes-excessive salivation-na" "yes-ocular examination changes-nr" "ayes-non regenerative anemia-na" "yes-discoloration-na" "most tissues" "yes" "no" "no" "no"
"730" "Study 174" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 26 "60" "NA" "bi weekly / every four weeks" "NA" "no" "NA" "yes" "no" "yes-decrease-na" "yes" "yes-abnormal posture-na, yes-hypoactivity-na" "yes-vomitus-na,yes-excessive salivation-na" "ayes-morbidity-na, yes-ocular examination changes-nr" "ayes-non regenerative anemia-na" "yes-discoloration-na" "most tissues" "yes" "no" "no" "no"
"731" "Study 175" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 8 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"732" "Study 175" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 8 "10" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"733" "Study 175" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 8 "30" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "no" "no" "no" "no"
"734" "Study 175" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 8 "100/60" "NA" "week" "100" "no" "NA" "yes" "yes-decrease-na" "no" "yes" "no" "no" "yes-morbidity-na" "ayes-severe-non regenerative anemia-na" "no" "no" "yes" "no" "no" "no"
"735" "Study 176" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 2 "0" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"736" "Study 176" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 2 "10" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"737" "Study 176" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 2 "30" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"738" "Study 176" "Compound o" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 2 "60" "NA" "bi weekly" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "yes-ocular examination changes-tr" "yes-r" "no" "no" "no" "no" "no" "no"
"739" "Study 177" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"740" "Study 177" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 26 "0.29999999999999999" "NA" "week" "NA" "yes" "both" "no" "no" "no" "yes" "no" "no" "no" "no" "no" "no" "no" "yes-increase-nr" "spleen" "no"
"741" "Study 177" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 26 "1" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "ayes-r (increased red blood cell volume)" "no" "no" "ayes" "no" "no" "no"
"742" "Study 177" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 26 "3" "NA" "week" "NA" "no" "NA" "no" "yes-decrease-r" "yes-decrease-r" "yes" "no" "no" "no" "ayes-r (increased red blood cell volume)" "yes-discoloration-r, yes-hemorrhage-r, yes-erosions-r" "stomach,stomach,stomach" "ayes" "ayes-slight-increase-r, ayes-slight-increase-r, ayes-slight-increase-r, ayes-increase-nr" "brain,heart,kidney,spleen" "no"
"743" "Study 178" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"744" "Study 178" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 4 "1" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "yes-skin lesions-r" "yes-na" "no" "no" "yes" "no" "no" "no"
"745" "Study 178" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 4 "3" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "yes-skin lesions-r" "ayes-na" "ayes-increase-na" "spleen" "ayes" "ayes-marked-increase-na" "spleen" "no"
"746" "Study 178" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 4 "10" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "yes-skin lesions-r" "ayes-na" "ayes-increase-na, ayes-erosions-na" "spleen, stomach" "ayes" "ayes-marked-increase-na" "spleen" "no"
"747" "Study 178" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 4 "30" "NA" "week" "NA" "no" "NA" "yes" "yes-decrease-na" "no" "no" "no" "no" "yes-skin lesions-na" "ayes-na" "ayes-increase-na, ayes-erosions-na" "spleen, stomach" "ayes" "ayes-marked-increase-na" "spleen" "no"
"748" "Study 178" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 13 "0" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"749" "Study 178" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 13 "1" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "yes-skin lesions-r" "ayes-r (RBC morphology)" "yes-discoloration-r" "stomach" "ayes" "ayes-marked-increase-r" "spleen" "no"
"750" "Study 178" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 13 "3" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "yes-skin lesions-r" "ayes-r (RBC morphology)" "ayes-increase-r, yes-erosions-na, yes-discoloration-r" "spleen, stomach, stomach" "ayes" "ayes-marked-increase-r" "spleen" "no"
"751" "Study 178" "Compound p" "Hematology and Nephrology" "lm" "subcutaneous" "rat" 13 "10" "NA" "week" "NA" "no" "NA" "yes" "yes-decrease-r" "yes-slight-decrease-r" "no" "no" "no" "yes-skin lesions-r" "ayes-r (RBC morphology)" "ayes-increase-r, yes-erosions-na, yes-discoloration-tr" "spleen, stomach, stomach" "ayes" "ayes-marked-increase-r" "spleen" "no"
"752" "Study 179" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 39 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"753" "Study 179" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 39 "0.10000000000000001" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"754" "Study 179" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 39 "0.34999999999999998" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "ayes" "yes-increase-r, yes-increase-r, yes-increase-na" "adrenal gland,kidney,liver" "no"
"755" "Study 179" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 39 "1.25-1.75-1.25" "NA" "week" "NA" "no" "NA" "no" "no" "no" "yes" "no" "no" "no" "yes-nr" "no" "no" "ayes" "yes-increase-nr, yes-increase-nr, yes-increase-r, yes-increase-r, yes-increase-r" "liver,spleen,adrenal gland,kidney,ovary" "no"
"756" "Study 180" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 26 "0" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"757" "Study 180" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 26 "0.29999999999999999" "NA" "every four days" "NA" "yes" "both" "no" "no" "yes-increase-r, yes-decrease-ap_r" "no" "no" "no" "no" "yes-r" "yes-increase-r, yes-increase-r, yes-skin thickening-ap_r" "adrenal gland, ovary, injection site" "yes" "yes-decrease-ap_r, yes-decrease-ap_r" "thyroid gland, parathyroid gland" "no"
"758" "Study 180" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 26 "1.5" "NA" "every four days" "NA" "no" "NA" "yes" "no" "yes-increase-r, yes-decrease-ap_r" "no" "no" "no" "no" "yes-nr" "yes-increase-r, yes-increase-r" "adrenal gland, ovary" "ayes" "yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-decrease-ap_r,  yes-decrease-ap_r" "adrenal gland,kidney,spleen,liver,heart,thyroid gland,parathyroid gland,thyroid gland,parathyroid gland" "no"
"759" "Study 180" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 26 "6" "NA" "every four days" "NA" "no" "NA" "yes" "no" "yes-increase-r, yes-decrease-ap_r" "no" "no" "no" "no" "yes-nr" "yes-discoloration-r, yes-skin lesions-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-skin thickening-ap_r" "injection site, injection site, spleen, adrenal gland, ovary, injection site" "ayes" "yes-increase-nr, yes-increase-nr, yes-increase-r, yes-increase-nr, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-decrease-ap_r, yes-decrease-ap_r" "adrenal gland,kidney,spleen,liver,heart,thyroid gland,parathyroid gland,thymus gland,testis,epididymis,ovary,thyroid gland,parathyroid gland" "no"
"760" "Study 181" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 13 "0" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"761" "Study 181" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 13 "0.29999999999999999" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"762" "Study 181" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 13 "1.5" "NA" "every four days" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"763" "Study 181" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 13 "6" "NA" "every four days" "NA" "no" "NA" "no" "no" "yes-increase-tr" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-marked-increase-na, yes-marked-increase-na, yes-marked-increase-na, yes-marked-increase-na, yes-marked-increase-na, yes-marked-increase-na" "spleen,testis,ovary,thymus gland,adrenal gland,thyroid gland" "no"
"764" "Study 182" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 13 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"765" "Study 182" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 13 "0.10000000000000001" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-na, yes-increase-na" "spleen,thymus gland" "no"
"766" "Study 182" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 13 "0.29999999999999999" "NA" "week" "NA" "yes" "both" "no" "no" "yes-increase-na" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-na, yes-increase-na" "spleen,thymus gland" "no"
"767" "Study 182" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 13 "1" "NA" "week" "NA" "no" "NA" "no" "no" "yes-increase-na" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-na, yes-increase-na" "spleen,thymus gland" "no"
"768" "Study 183" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 4 "0" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"769" "Study 183" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 4 "0.59999999999999998" "NA" "every four days" "NA" "no" "NA" "no" "yes-increase-na" "yes-increase-r, yes-decrease-ap_r" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-r" "spleen" "no"
"770" "Study 183" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 4 "2" "NA" "every four days" "NA" "yes" "both" "no" "yes-increase-na" "yes-increase-r, yes-decrease-ap_r" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-r, yes-increase-r" "spleen,thymus gland" "no"
"771" "Study 183" "Compound q" "Neuroscience" "lm" "subcutaneous" "rat" 4 "6" "NA" "every four days" "NA" "NA" "NA" "no" "ayes-increase-na" "ayes-increase-r, ayes-decrease-ap_r" "no" "no" "no" "no" "yes-na" "no" "no" "ayes" "ayes-increase-nr, ayes-increase-nr" "spleen,thymus gland" "no"
"772" "Study 184" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"773" "Study 184" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 4 "0.10000000000000001" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"774" "Study 184" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 4 "0.29999999999999999" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "no" "no" "no" "ayes" "no" "no" "no"
"775" "Study 184" "Compound q" "Neuroscience" "lm" "subcutaneous" "dog" 4 "1" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "no" "no" "no" "ayes" "yes-increase-na" "thymus gland" "no"
"776" "Study 185" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 26 "0" "NA" "every four weeks" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"777" "Study 185" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 26 "0.5" "NA" "every four weeks" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"778" "Study 185" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 26 "1.5" "NA" "every four weeks" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "ayes-severe-ocular examination changes-r/immunogenicity, ayes-OCT changes-na/immunogenicity" "no" "no" "no" "ayes" "no" "no" "no"
"779" "Study 185" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 26 "1.5/3" "NA" "every four weeks" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "ayes-severe-ocular examination changes-tr/immunogenicity, ayes-OCT changes-na/immunogenicity" "no" "no" "no" "ayes" "no" "no" "no"
"780" "Study 186" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 13 "0" "NA" "every four weeks" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"781" "Study 186" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 13 "1.5" "NA" "every four weeks" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "yes-ocular examination changes-r" "no" "no" "no" "yes" "no" "no" "no"
"782" "Study 186" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 13 "3" "NA" "every four weeks" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "ayes-severe-ocular examination changes-r/immunogenicity,  ayes-ERG changes-r" "no" "no" "no" "ayes" "no" "no" "no"
"783" "Study 186" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 13 "6" "NA" "every four weeks" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "ayes-severe-ocular examination changes-r/immunogenicity,  ayes-ERG changes-r" "no" "ayes-hemorrhage-r/secondary" "eye" "ayes" "yes-decrease-na" "adrenal gland" "no"
"784" "Study 187" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 2 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"785" "Study 187" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 2 "1.5" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"786" "Study 187" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 2 "3" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"787" "Study 187" "Compound r" "Ophthalmology" "lm" "intravitreous" "cynomolgus" 2 "6" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
